id,repo,pr_number,convo_start_id,reviewer_login,reviewer_role,review_category,feed_type,conf_score,comment_body,LOC,LOC_no_blank,token_init_comment,human_label,human_notes
281,apache/beam,36233,2369361084,gemini-code-assist[bot],Agent(gemini-code-assist[bot]),Agent_Review_Human,Code Improvement,9.0,"![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg)

For better readability and grammatical correctness, 'technology' should be plural ('technologies'), and an Oxford comma should be used in the list.

```suggestion
I had an amazing time working with the big data technologies Beam, Iceberg, and Kafka as well as many Google Cloud services
```",95.0,8,79,Code Improvement,
282,microsoft/testfx,5601,2104041330,Youssef1313,Human(Youssef1313),Human_Review_Agent,Social Communication,8.0,Revert Build.cmd,1.0,3,4,Social Communication,
283,snakemake/snakemake-wrappers,4285,2174401633,fgvieira,Human(fgvieira),Human_Review_Human,Misc,8.0,"```suggestion
```",315.0,9,5,Misc,
284,shapeshift/web,10592,2382932040,gomesalexandre,Human(gomesalexandre),Human_Review_Human,Testing,7.0,"Also swapper code, also confirmed actually sane: only one `true` and that's current swapper code 

<img width=""1387"" height=""241"" alt=""Image"" src=""https://github.com/user-attachments/assets/0febe127-5af8-4814-a5d9-037c1a347197"" />

",4.0,9,72,Testing,
285,Azure/azure-sdk-tools,12253,2379952730,Copilot,Agent(Copilot),Agent_Review_Human,Code Improvement,9.0,"The word 'nuget' should be capitalized as 'NuGet' when referring to the package manager or feeds.
```suggestion
This project is released to a public `NuGet` feed and a `github release`. It does not currently ship to `nuget.org.`
```",3.0,8,58,Code Improvement,
286,ls1intum/Artemis,10944,2135576762,cremertim,Human(cremertim),Human_Review_Human,Social Communication,7.0,same here,79.0,6,2,Social Communication,
287,bitwarden/clients,17249,2504707309,jaasen-livefront,Human(jaasen-livefront),Human_Review_Human,No feedback,, ,18.0,9,1,No feedback,
288,Azure/azure-sdk-for-python,41025,2085700318,kristapratico,Human(kristapratico),Human_Review_Human,Social Communication,8.0,I think we probably don't want to commit this,5.0,8,10,Social Communication,
289,volcano-sh/volcano,4641,2384447427,JesseStutler,Human(JesseStutler),Human_Review_Human,Knowledge Transfer,8.0,I think the user guide of `how to use resource strategy fit plugin` should also contain the sra and proportional strategy: https://github.com/volcano-sh/volcano/pull/4454,1.0,7,41,Knowledge Transfer,
290,mullvad/mullvadvpn-app,8854,2390586723,Copilot,Agent(Copilot),Agent_Review_Human,Testing,8.0,"[nitpick] This function replaces the previous socket2-based implementation with manual field access. While this removes a dependency, the multiple unsafe blocks and manual byte order conversion increases complexity and potential for errors. Consider adding unit tests to verify the byte order conversions are correct across different architectures.",34.0,35,56,External Impact,
291,home-assistant/core,132164,2349319688,abmantis,Human(abmantis),Human_Review_Human,Knowledge Transfer,9.0,"Lets raise `ServiceValidationError` instead 
See https://developers.home-assistant.io/docs/core/platform/raising_exceptions",228.0,9,22,Knowledge Transfer,
292,NVIDIA/NVFlare,3788,2429662500,Copilot,Agent(Copilot),Agent_Review_Human,Defects,9.0,"The reference target `cc_on_prem_cvm_architecture` does not match the actual target `cc_architecture` defined in the cc_architecture.rst file. This will result in a broken reference link.
```suggestion
Please refer to the :ref:`NVFlare CC Architecture <cc_architecture>`
```",6.0,8,65,Defects,
293,stackrox/stackrox,15255,2084474324,janisz,Human(janisz),Human_Review_Human,Knowledge Transfer,8.0,"Use `verifyAll` https://www.jetbrains.com/guide/java/tutorials/writing-tests-with-spock/verify-all/
- https://github.com/stackrox/stackrox/pull/15195",34.0,16,41,Knowledge Transfer,
294,RediSearch/RediSearch,6988,2407121137,nafraf,Human(nafraf),Human_Review_Human,External Impact,8.0,I think we need to backport https://github.com/RediSearch/RediSearch/pull/6187 to install `gcc-11`,6.0,5,31,External Impact,
295,Azure/azure-sdk-tools,12439,2421231142,tjprescott,Human(tjprescott),Human_Review_Human,Code Improvement,9.0,"This seems like a lot of code. The strategy I'd use is:

1. Have a dictionary of str, list[str]. The key is the config path, and the values are the test paths
2. iterate through all of the test paths and expand them, grouping them by the config path. If a target is a folder, expand to include all of the test files in that folder.
3. Once done, each key-value pair is the minimal bundles of tests that should be packaged together
",44.0,8,101,Code Improvement,
296,cloudposse/atmos,1519,2379469835,coderabbitai[bot],Agent(coderabbitai[bot]),Agent_Review_Human,Defects,9.0,"_️ Potential issue_ | _ Critical_

**Relative local sources may break in diff path.**

Pass the vendor config directory to path resolution for local sources.

See fixes in checkForVendorUpdates and executeDiffCheck comments; also thread base dir here:

```diff
-	return compareAndDisplayVendorDiffs(filteredSources, flg.Update, flg.Outdated, foundVendorConfigFile)
+	return compareAndDisplayVendorDiffs(filteredSources, flg.Update, flg.Outdated, foundVendorConfigFile)
```

And update compareAndDisplayVendorDiffs to pass base dir to checkForVendorUpdates (patch below).


> Committable suggestion skipped: line range outside the PR's diff.

<details>
<summary> Prompt for AI Agents</summary>

```
internal/exec/vendor.go lines 247-303: the diff currently passes the full vendor
config file path into compareAndDisplayVendorDiffs which causes relative local
source paths to resolve incorrectly; change the call to pass the vendor config
directory (compute with filepath.Dir(foundVendorConfigFile)) as the base dir
instead, and update compareAndDisplayVendorDiffs' signature and all callers so
it accepts this baseDir and forwards it into checkForVendorUpdates (and any
other path-resolution helpers) so local sources are resolved relative to the
vendor file directory.
```

</details>

<!-- fingerprinting:phantom:medusa:chinchilla -->

<!-- This is an auto-generated comment by CodeRabbit -->",61.0,64,304,Defects,
297,Altinn/altinn-studio,16758,2465210516,ErlingHauan,Human(ErlingHauan),Human_Review_Human,Code Improvement,8.0,"Can this import be made from `studio-components`?
```suggestion
import { useLocalStorage, StudioResizableLayout } from '@studio/components';
```",5.0,9,30,Code Improvement,
298,ray-project/ray,55639,2317220971,stephanie-wang,Human(stephanie-wang),Human_Review_Human,Knowledge Transfer,9.0,"```suggestion
                    f""GPU ObjectRef({obj_id}) is being passed back to the actor that created it {src_actor}. ""
                    ""Note that GPU objects are mutable. If the tensor is modified, Ray's internal copy will also be updated, and subsequent passes to other actors ""
                    ""will receive the updated version instead of the original."",
```",25.0,11,73,Knowledge Transfer,
299,camunda/camunda,38231,2353013688,yohanfernando,Human(yohanfernando),Human_Review_Human,Code Improvement,8.0,"It was confusing that this was logging twice; might as well incorporate the stacktrace to warn, as it is useful for debugging (unless we avoid stacktraces on warn/error logs).",10.0,13,37,Code Improvement,
300,ray-project/ray,56294,2326169098,bveeramani,Human(bveeramani),Human_Review_Human,Understanding,9.0,"Doesn't this modify the number of rows? Like, you pass in a URI for a CSV, and then possibly get many rows?",25.0,9,28,Understanding,
301,home-assistant/home-assistant.io,37646,2367116335,c0ffeeca7,Human(c0ffeeca7),Human_Review_Human,Understanding,8.0,There are different spellings of Ekey Bionyx. Which one is correct?,37.0,8,17,Defects,
302,camunda/camunda,35583,2229071893,mustafadagher,Human(mustafadagher),Human_Review_Human,No feedback,, ,18.0,8,1,No feedback,
303,microsoft/react-native-windows,15118,2324388954,anupriya13,Human(anupriya13),Human_Review_Agent,Social Communication,8.0,@copilot this change is not needed - keep it 22.14.0 only,5.0,5,18,Social Communication,
304,Azure/azure-sdk-for-python,42123,2226028253,lzchen,Human(lzchen),Human_Review_Human,Understanding,8.0,"This is a non-retryable scenario so this would fall under ""dropped"" with CLIENT_EXCEPTION",6.0,8,20,Code Improvement,
305,Automattic/wordpress-activitypub,1722,2102346472,pfefferle,Human(pfefferle),Human_Review_Human,No feedback,, ,26.0,8,1,No feedback,
306,zephyrproject-rtos/zephyr,89274,2120177567,nordicjm,Human(nordicjm),Human_Review_Human,Misc,7.0,"```suggestion
```",7.0,10,5,Misc,
307,wolfSSL/wolfssl,9002,2221403684,SparkiDev,Human(SparkiDev),Human_Review_Human,Misc,6.0,\param,6.0,8,1,Misc,
308,WeblateOrg/weblate,16568,2432247496,amCap1712,Human(amCap1712),Human_Review_Human,Social Communication,8.0,Still working on this.,10.0,9,5,Social Communication,
309,microsoft/typespec,8514,2372806344,timotheeguerin,Human(timotheeguerin),Human_Review_Agent,Understanding,8.0,is this actually true? seems like you just ignore it below,32.0,9,12,Understanding,
310,oven-sh/bun,22981,2383357742,markovejnovic,Human(markovejnovic),Human_Review_Human,No feedback,, ,6.0,9,1,No feedback,
311,home-assistant/core,150030,2270853102,joostlek,Human(joostlek),Human_Review_Human,Understanding,8.0,"Not sure why we initialize these as local variables first, I think we can merge them",13.0,13,17,Understanding,
312,ant-design/ant-design,54600,2256485158,zombieJ,Human(zombieJ),Human_Review_Human,Understanding,8.0,先不要给 records，这个数据用户 HOC 自己能拿,5.0,9,18,Defects,
313,ydb-platform/ydb,18669,2108659927,maximyurchuk,Human(maximyurchuk),Human_Review_Human,Testing,8.0,"А мы же тут можем проверить, что было вставлено именно то, что мы вставили -- кажется было бы полезно? ",50.0,9,41,Testing,
314,DataDog/integrations-core,20512,2194689302,iliakur,Human(iliakur),Human_Review_Human,Social Communication,9.0,"great start! next week we can meet up to see if/how we can extend it, but the hard work of setting up the framework is done. Thanks a ton  ",72.0,9,34,Social Communication,
315,airbytehq/airbyte,62436,2184469124,aaronsteers,Human(aaronsteers),Human_Review_Agent,Misc,7.0,"```suggestion
```",196.0,8,5,Misc,
316,ray-project/ray,56298,2335142170,angelinalg,Human(angelinalg),Human_Review_Human,Knowledge Transfer,9.0,"```suggestion
    ""Learn more about CPU offloading in the [PyTorch documentation](https://docs.pytorch.org/docs/stable/distributed.fsdp.fully_shard.html#torch.distributed.fsdp.CPUOffloadPolicy).\n"",
```",358.0,9,53,Knowledge Transfer,
317,OWASP-BLT/BLT,4600,2402697283,coderabbitai[bot],Agent(coderabbitai[bot]),Agent_Review_Human,Defects,9.0,"_️ Potential issue_ | _ Major_

**Quick action buttons are non-functional placeholders.**

The four quick action buttons have no `onClick` handlers, creating a broken user experience. Users will click these buttons expecting action, but nothing will happen.



Choose one of the following:

1. **Implement the handlers** (recommended if features are planned):
```typescript
const handleGenerateReport = () => {
  // TODO: Implement report generation
  console.log('Generate report clicked');
};

// Then add to button:
<button onClick={handleGenerateReport} className=""..."">
```

2. **Remove the section** if these features aren't ready:
```diff
-{/* Quick Actions */}
-<div className=""card p-6"">
-  <h3 className=""text-lg font-semibold text-gray-900 mb-4"">Quick Actions</h3>
-  {/* ... button grid ... */}
-</div>
```

3. **Disable the buttons** with clear indication they're coming soon:
```diff
-<button className=""p-4 border border-gray-200 rounded-lg hover:bg-gray-50 transition-colors text-left"">
+<button disabled className=""p-4 border border-gray-200 rounded-lg bg-gray-50 opacity-50 cursor-not-allowed text-left"">
   {/* ... content ... */}
+  <span className=""text-xs text-gray-400 mt-1 block"">Coming soon</span>
```

<details>
<summary> Prompt for AI Agents</summary>

```
In BugReporter/src/pages/DashboardPage.tsx around lines 135 to 161 the four
""Quick Actions"" buttons are non-functional placeholders with no onClick
handlers, causing a broken UX; either implement click handlers that call feature
stubs (e.g., handleGenerateReport, handleManageUsers, handleSystemSettings,
handleRunScan) and attach them to each button (logging or triggering the real
flows), or if features are not ready remove the entire section, or disable the
buttons and add a visual ""Coming soon"" state and aria-disabled attribute so
users know they are inactive. Ensure any added handlers are defined in the
component scope and bound to the corresponding button, and that accessibility
attributes (aria-disabled) and clear labels are used when disabling.
```

</details>

<!-- This is an auto-generated comment by CodeRabbit -->

 Addressed in commit 8f83c9c",161.0,30,490,Defects,
318,Automattic/wp-calypso,103229,2079030216,dognose24,Human(dognose24),Human_Review_Human,No feedback,,,24.0,9,0,No feedback,
319,RediSearch/RediSearch,6885,2382733890,JoanFM,Human(JoanFM),Human_Review_Human,Misc,9.0,"```suggestion
```",15.0,9,5,Misc,
320,spree/spree,13152,2391568366,coderabbitai[bot],Agent(coderabbitai[bot]),Agent_Review_Human,Testing,9.0,"_️ Refactor suggestion_ | _ Major_

**Add test coverage for non-admin users with completed orders.**

The current test verifies that a non-admin user returns `true` for `can_be_deleted?`, but according to the implementation in `core/app/models/concerns/spree/user_methods.rb` (lines 143-144), non-admin users should return `true` only when `orders.complete.none?` is true. The test should verify both scenarios:
1. Non-admin user with no completed orders  should return `true`
2. Non-admin user with completed orders  should return `false`

As per coding guidelines


Consider expanding the test coverage:

```diff
 context 'when the user does not have admin role' do
   let(:admin_user) { create(:admin_user, without_admin_role: true) }

-  it { is_expected.to be(true) }
+  context 'when user has no completed orders' do
+    it { is_expected.to be(true) }
+  end
+
+  context 'when user has completed orders' do
+    before do
+      create(:completed_order_with_totals, user: admin_user)
+    end
+
+    it { is_expected.to be(false) }
+  end
 end
```

<!-- suggestion_start -->

<details>
<summary> Committable suggestion</summary>

> ️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

```suggestion
    context 'when the user does not have admin role' do
      let(:admin_user) { create(:admin_user, without_admin_role: true) }

      context 'when user has no completed orders' do
        it { is_expected.to be(true) }
      end

      context 'when user has completed orders' do
        before do
          create(:completed_order_with_totals, user: admin_user)
        end

        it { is_expected.to be(false) }
      end
    end
```

</details>

<!-- suggestion_end -->

<details>
<summary> Prompt for AI Agents</summary>

```
In core/spec/models/spree/admin_user_spec.rb around lines 21 to 25, the spec
only asserts a non-admin user returns true for can_be_deleted? but doesn't cover
the case when the non-admin has completed orders; update the tests to include
two examples: one where the non-admin user has no completed orders (assert
can_be_deleted? is true) and another where you create at least one completed
order for that user (assert can_be_deleted? is false). Ensure you use the
existing factories to create a completed order associated with the user (e.g.,
factory trait :complete or setting state/complete attributes) and keep the
contexts/names descriptive so both scenarios are explicitly tested.
```

</details>

<!-- This is an auto-generated comment by CodeRabbit -->",28.0,12,630,Code Improvement,
321,shapeshift/web,10566,2361326179,gomesalexandre,Human(gomesalexandre),Human_Review_Human,Social Communication,7.0,ab-solutely not. ,5.0,8,6,Social Communication,
322,dotnet/maui,30121,2160416450,Copilot,Agent(Copilot),Agent_Review_Human,External Impact,9.0,Introducing a new public interface is a breaking change in the API. Please confirm this is intended for a major version or adjust accordingly.,7.0,9,27,External Impact,
323,OneKeyHQ/app-monorepo,8883,2492599747,coderabbitai[bot],Agent(coderabbitai[bot]),Agent_Review_Human,Defects,9.0,"_️ Potential issue_ | _ Major_

**Clear the auto-connect timeout.**  
This effect schedules a timeout but never cancels it. If the user switches tabs or unmounts within 2.5s, the stale callback still fires, kicking off USB/BLE setup on the wrong view and mutating state after unmount. Track the timer id and clear it in the cleanup.


```diff
-  useEffect(() => {
-    setTimeout(async () => {
+  useEffect(() => {
+    const timer = setTimeout(async () => {
       if (isUSB) {
         await onConnectWebDevice();
       } else {
         await startBLEConnection();
       }
     }, 2500);
     return () => {
-      stopScan();
+      clearTimeout(timer);
+      stopScan();
     };
   }, [isUSB, onConnectWebDevice, startBLEConnection, stopScan]);
```

<!-- suggestion_start -->

<details>
<summary> Committable suggestion</summary>

> ️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

```suggestion
  useEffect(() => {
    const timer = setTimeout(async () => {
      if (isUSB) {
        await onConnectWebDevice();
      } else {
        await startBLEConnection();
      }
    }, 2500);
    return () => {
      clearTimeout(timer);
      stopScan();
    };
  }, [isUSB, onConnectWebDevice, startBLEConnection, stopScan]);
```

</details>

<!-- suggestion_end -->

<details>
<summary> Prompt for AI Agents</summary>

```
In packages/kit/src/views/Onboardingv2/pages/ConnectYourDevice.tsx around lines
875 to 886, the useEffect sets a timeout but never cancels it; capture the timer
id when calling setTimeout and clear it in the effect cleanup (clearTimeout) so
the scheduled callback can't run after unmount or when dependencies change.
Ensure the timer id is typed/assigned in a way compatible with the project
(e.g., using window.setTimeout or a number type) and call clearTimeout(timerId)
in the returned cleanup function before calling stopScan().
```

</details>

<!-- fingerprinting:phantom:medusa:sabertoothed -->

<!-- This is an auto-generated comment by CodeRabbit -->",23.0,19,507,Defects,
324,taiga-family/taiga-ui,12383,2462714160,Copilot,Agent(Copilot),Agent_Review_Human,Code Improvement,9.0,"The `standalone: true` property was removed from the `@Directive` decorator. In Angular v17+, standalone components and directives are the recommended approach. This property should be retained.
```suggestion
    selector: '[tuiCopyProcessor]',
    standalone: true,
```",10.0,8,57,Knowledge Transfer,
325,microsoft/vscode,275813,2498913535,Copilot,Agent(Copilot),Agent_Review_Human,Defects,9.0,"Typo in method name: 'validatAgentValue' should be 'validateAgentValue' (missing 'e').
```suggestion
							this.validateAgentValue(prop.value, report);
```",5.0,9,39,Defects,
326,dotnet/runtime,119998,2372631279,Copilot,Agent(Copilot),Agent_Review_Human,Defects,9.0,"Missing return statements in the switch cases. Each case should have a 'return' keyword before the HKDF call to return the derived key.
```suggestion
                    return HKDF<Insecure.MD5>.deriveKey(inputKeyMaterial: key, salt: salt, info: info, outputByteCount: destination.count)
                case .sha1:
                    return HKDF<Insecure.SHA1>.deriveKey(inputKeyMaterial: key, salt: salt, info: info, outputByteCount: destination.count)
                case .sha256:
                    return HKDF<SHA256>.deriveKey(inputKeyMaterial: key, salt: salt, info: info, outputByteCount: destination.count)
                case .sha384:
                    return HKDF<SHA384>.deriveKey(inputKeyMaterial: key, salt: salt, info: info, outputByteCount: destination.count)
                case .sha512:
                    return HKDF<SHA512>.deriveKey(inputKeyMaterial: key, salt: salt, info: info, outputByteCount: destination.count)
```",116.0,17,218,Defects,
327,home-assistant/core,152441,2395413552,gjohansson-ST,Human(gjohansson-ST),Human_Review_Human,Misc,7.0,"```suggestion
```",4.0,9,5,Misc,
328,Emurgo/yoroi,3989,2223316788,coderabbitai[bot],Agent(coderabbitai[bot]),Agent_Review_Human,Code Improvement,9.0,"_️ Potential issue_

**Remove duplicate atomic styles.**

The `heading` style object has duplicate atomic styles.

Apply this diff to remove duplicates:

```diff
   heading: {
     ...a.flex_1,
-    ...a.flex_1,
     alignSelf: 'center',
   },
```

<details>
<summary> Prompt for AI Agents</summary>

```
In
apps/mobile/src/features/Settings/useCases/changeWalletSettings/ManageCollateral/ManageCollateralScreen.tsx
around lines 368 to 369, the style object for `heading` contains duplicate
atomic styles `...a.flex_1`. Remove the duplicate so that each atomic style is
only applied once to avoid redundancy.
```

</details>

<!-- fingerprinting:phantom:poseidon:panther -->

<!-- This is an auto-generated comment by CodeRabbit -->

 Addressed in commit fdb410e",36.0,10,184,Defects,
329,youtube/cobalt,7282,2376477131,johnedocampo,Human(johnedocampo),Human_Review_Human,Social Communication,8.0,Ditto to my original comment.,7.0,8,7,Social Communication,
330,wso2/carbon-identity-framework,7548,2423309862,Copilot,Agent(Copilot),Agent_Review_Human,External Impact,9.0,"Vulnerability: Potential breaking change by disabling Roles v3 API globally. Risk: Existing clients depending on the v3 endpoints will fail once v3 is disabled. Suggestion: Keep v3 enabled (set to true) to preserve backward compatibility and only change the default reference to v2 for the console; alternatively, scope this behavior to the console application configuration rather than a server-wide default.
```suggestion
  ""scim2.enable_scim2_roles_v3_api"": true,
```",6.0,9,100,External Impact,
331,vbenjs/vue-vben-admin,6250,2099181550,coderabbitai[bot],Agent(coderabbitai[bot]),Agent_Review_Human,Defects,9.0,"_️ Potential issue_

**Missing imports for backend utilities.**

The implementation uses several functions (`eventHandler`, `verifyAccessToken`, `unAuthorizedResponse`) without importing them first. This may work if these are globally available through some bundling mechanism, but it's not clear from the code.

Add the necessary imports at the top of the file:

```diff
+import { eventHandler, setHeader } from 'h3';
+import { verifyAccessToken } from '../../utils/jwt-utils';
+import { unAuthorizedResponse } from '../../utils/response';

export default eventHandler(async (event) => {
```


<!-- suggestion_start -->

<details>
<summary> Committable suggestion</summary>

> ️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

```suggestion
+import { eventHandler, setHeader } from 'h3';
+import { verifyAccessToken } from '../../utils/jwt-utils';
+import { unAuthorizedResponse } from '../../utils/response';

 export default eventHandler(async (event) => {
   const userinfo = verifyAccessToken(event);
   if (!userinfo) {
     return unAuthorizedResponse(event);
   }
   // rest of handler
 });
```

</details>

<!-- suggestion_end -->

<details>
<summary> Prompt for AI Agents</summary>

```
In apps/backend-mock/api/demo/bigint.ts at the top of the file before line 1,
add import statements for the functions eventHandler, verifyAccessToken, and
unAuthorizedResponse from their respective backend utility modules. This will
ensure these functions are properly imported and available for use in the file,
preventing potential runtime errors due to missing references.
```

</details>

<!-- This is an auto-generated comment by CodeRabbit -->",5.0,11,388,Defects,
332,dotnet/AspNetCore.Docs,35732,2196894629,Jackson0852,Human(Jackson0852),Human_Review_Human,Social Communication,8.0,Ok,15.0,8,1,Social Communication,
333,taiga-family/taiga-ui,11604,2269714137,nsbarsukov,Human(nsbarsukov),Human_Review_Agent,No feedback,, ,12.0,16,1,No feedback,
334,cloudposse/atmos,1452,2328392025,coderabbitai[bot],Agent(coderabbitai[bot]),Agent_Review_Human,Code Improvement,9.0,"_️ Refactor suggestion_

**Wrap returned errors with a static sentinel per guidelines.**

Do not return dynamic errors directly. Wrap with a static error first.

```diff
-		u.PrintfMarkdown(""** Authentication configuration validation failed:**\n"")
-		u.PrintfMarkdown(""%s\n"", err.Error())
-		return fmt.Errorf(""validation failed"")
+		u.PrintfMarkdown(""** Authentication configuration validation failed:**\n"")
+		u.PrintfMarkdown(""%s\n"", err.Error())
+		return fmt.Errorf(""%w: validation failed"", errUtils.ErrStaticError)
```
Add the correct `errUtils` import used in this repo.

<!-- suggestion_start -->

<details>
<summary> Committable suggestion</summary>

> ️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

```suggestion
    u.PrintfMarkdown(""** Authentication configuration validation failed:**\n"")
    u.PrintfMarkdown(""%s\n"", err.Error())
    return fmt.Errorf(""%w: validation failed"", errUtils.ErrStaticError)
}

u.PrintfMarkdown(""** Authentication configuration is valid**\n"")
return nil
```

</details>

<!-- suggestion_end -->

<details>
<summary> Prompt for AI Agents</summary>

```
In cmd/auth_validate.go around lines 44-50, the function currently returns a
dynamic fmt.Errorf(""validation failed"") after logging the validation error;
instead import the repository's errUtils package and return a wrapped error
using the static sentinel from errUtils (for example the repo's
ValidationFailed/ErrValidation sentinel) while including the original error as
the cause (use the errUtils.Wrap/WithCause/WithMessage helper your repo
provides). Add the errUtils import to the file's imports and replace the
fmt.Errorf return with a call that wraps the sentinel and preserves the original
err.
```

</details>

<!-- fingerprinting:phantom:medusa:chinchilla -->

<!-- This is an auto-generated comment by CodeRabbit -->",50.0,15,436,Code Improvement,
335,DataDog/datadog-agent,39022,2228152668,jbartosik,Human(jbartosik),Human_Review_Human,Testing,9.0,I think it would be nice to add tests for patchContainerResources,75.0,9,13,Testing,
336,reactos/reactos,8013,2094151686,SergeGautherie,Human(SergeGautherie),Human_Review_Human,External Impact,7.0,"> latest steam doesnt work

It may need some shim(s), but that is outside of this PR.",4.0,8,21,External Impact,
337,dotnet/roslyn,80704,2446109698,CyrusNajmabadi,Human(CyrusNajmabadi),Human_Review_Agent,Social Communication,8.0,"```suggestion
        [Fact, WorkItem(""https://github.com/dotnet/roslyn/issues/22598"")]
``` #Closed",5.0,8,28,Social Communication,
338,zenml-io/zenml,3799,2179907078,strickvl,Human(strickvl),Human_Review_Human,Knowledge Transfer,8.0,"```suggestion
2. **Cloud Container Services**: Like AWS ECS, Google Cloud Run, or Azure Container Instances
```",142.0,9,25,Knowledge Transfer,
339,dotnet/maui,30130,2246000172,rmarinho,Human(rmarinho),Human_Review_Human,Testing,8.0,"There are some leak tests failing, I wonder if this is keeping the elements alive? ",114.0,9,18,Testing,
340,DataDog/datadog-agent,34320,1969596058,hush-hush,Human(hush-hush),Human_Review_Human,Understanding,9.0,"How do you plan to store this in REDAPL ? We can't have a row per  python packages since we want a single row per Agent. Are we storing a JSON blob and using SQL JSON operator ?

If not, maybe a dedicated table would be more valuable, WDYT ?

I guess the question is: how do you plan to query this ?",6.0,11,74,Understanding,
341,ray-project/ray,56487,2345092738,goutamvenkat-anyscale,Human(goutamvenkat-anyscale),Human_Review_Human,Knowledge Transfer,8.0,Can we not use https://arrow.apache.org/docs/python/generated/pyarrow.concat_tables.html ? ,11.0,13,19,Knowledge Transfer,
342,dotnet/sdk,50056,2254654185,Youssef1313,Human(Youssef1313),Human_Review_Human,Testing,9.0,@nohwnd @mariam-abdulla Any ideas for additional test cases?,14.0,8,17,Testing,
343,navikt/aksel,4134,2390618833,HalvorHaugan,Human(HalvorHaugan),Human_Review_Human,Understanding,8.0,Why aren't we using `withThemeByClassName` here?,1.0,9,13,Understanding,
344,microsoft/testfx,6058,2209757707,Evangelink,Human(Evangelink),Human_Review_Agent,Testing,9.0,Let's have tests for Assert.IsFalse on all these cases,5.0,8,11,Testing,
345,taiga-family/taiga-ui,11604,2269714137,nsbarsukov,Human(nsbarsukov),Human_Review_Agent,No feedback,, ,12.0,16,1,No feedback,
346,qdrant/qdrant,7120,2296105072,xzfc,Human(xzfc),Human_Review_Human,Defects,9.0,"Should be under `#[cfg(unix)]` (or moved into the same code block as call to `metadata.blocks()`), otherwise it produces a warning on Windows. (and our CI doesn't catch it)

https://github.com/qdrant/qdrant/actions/runs/17166548660/job/48708117198?pr=7120#step:9:42

```
warning: constant `BLOCK_SIZE` is never used
  --> lib\common\common\src\disk.rs:21:7
   |
21 | const BLOCK_SIZE: u64 = 512; // 512 bytes per block, aka DEV_BSIZE
   |       ^^^^^^^^^^
   |
   = note: `#[warn(dead_code)]` on by default
```

",4.0,8,160,Defects,
